strategy_id,base_weight,dip_trigger,sell_trigger,trend_rule,risk_rule,boll_std,rsi_buy,rsi_sell,fast_ma,slow_ma,atr_window
bw92_boll_or_rsi_boll_upper_trim_strong_trend_full_drawdown_90,0.92,boll_or_rsi,boll_upper_trim,strong_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_ma_trend_full_none,0.92,boll_or_rsi,boll_upper_trim,ma_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_ma_trend_full_atr_96,0.92,boll_or_rsi,boll_upper_trim,ma_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_ma_trend_full_ma60_break_90,0.92,boll_or_rsi,boll_upper_trim,ma_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_ma_trend_full_drawdown_90,0.92,boll_or_rsi,boll_upper_trim,ma_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_none,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_atr_96,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_ma60_break_90,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_drawdown_90,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_none_none,0.92,boll_or_rsi,weak_trend_trim,none,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_none_atr_96,0.92,boll_or_rsi,weak_trend_trim,none,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_none_ma60_break_90,0.92,boll_or_rsi,weak_trend_trim,none,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_none_drawdown_90,0.92,boll_or_rsi,weak_trend_trim,none,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_strong_trend_full_none,0.92,boll_or_rsi,weak_trend_trim,strong_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_strong_trend_full_atr_96,0.92,boll_or_rsi,weak_trend_trim,strong_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_strong_trend_full_ma60_break_90,0.92,boll_or_rsi,weak_trend_trim,strong_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_strong_trend_full_drawdown_90,0.92,boll_or_rsi,weak_trend_trim,strong_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_ma_trend_full_none,0.92,boll_or_rsi,weak_trend_trim,ma_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_ma_trend_full_atr_96,0.92,boll_or_rsi,weak_trend_trim,ma_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_ma_trend_full_ma60_break_90,0.92,boll_or_rsi,weak_trend_trim,ma_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_ma_trend_full_drawdown_90,0.92,boll_or_rsi,weak_trend_trim,ma_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_macd_trend_full_none,0.92,boll_or_rsi,weak_trend_trim,macd_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_macd_trend_full_atr_96,0.92,boll_or_rsi,weak_trend_trim,macd_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_macd_trend_full_ma60_break_90,0.92,boll_or_rsi,weak_trend_trim,macd_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_boll_or_rsi_weak_trend_trim_macd_trend_full_drawdown_90,0.92,boll_or_rsi,weak_trend_trim,macd_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_none_none,0.92,ma20_pullback,none,none,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_none_atr_96,0.92,ma20_pullback,none,none,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_none_ma60_break_90,0.92,ma20_pullback,none,none,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_none_drawdown_90,0.92,ma20_pullback,none,none,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_strong_trend_full_none,0.92,ma20_pullback,none,strong_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_strong_trend_full_atr_96,0.92,ma20_pullback,none,strong_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_strong_trend_full_ma60_break_90,0.92,ma20_pullback,none,strong_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_strong_trend_full_drawdown_90,0.92,ma20_pullback,none,strong_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_ma_trend_full_none,0.92,ma20_pullback,none,ma_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_ma_trend_full_atr_96,0.92,ma20_pullback,none,ma_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_ma_trend_full_ma60_break_90,0.92,ma20_pullback,none,ma_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_ma_trend_full_drawdown_90,0.92,ma20_pullback,none,ma_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_macd_trend_full_none,0.92,ma20_pullback,none,macd_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_macd_trend_full_atr_96,0.92,ma20_pullback,none,macd_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_macd_trend_full_ma60_break_90,0.92,ma20_pullback,none,macd_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_none_macd_trend_full_drawdown_90,0.92,ma20_pullback,none,macd_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_none_none,0.92,ma20_pullback,rsi_high_trim,none,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_none_atr_96,0.92,ma20_pullback,rsi_high_trim,none,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_none_ma60_break_90,0.92,ma20_pullback,rsi_high_trim,none,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_none_drawdown_90,0.92,ma20_pullback,rsi_high_trim,none,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_strong_trend_full_none,0.92,ma20_pullback,rsi_high_trim,strong_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_strong_trend_full_atr_96,0.92,ma20_pullback,rsi_high_trim,strong_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_strong_trend_full_ma60_break_90,0.92,ma20_pullback,rsi_high_trim,strong_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_strong_trend_full_drawdown_90,0.92,ma20_pullback,rsi_high_trim,strong_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_ma_trend_full_none,0.92,ma20_pullback,rsi_high_trim,ma_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_ma_trend_full_atr_96,0.92,ma20_pullback,rsi_high_trim,ma_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_ma_trend_full_ma60_break_90,0.92,ma20_pullback,rsi_high_trim,ma_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_ma_trend_full_drawdown_90,0.92,ma20_pullback,rsi_high_trim,ma_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_macd_trend_full_none,0.92,ma20_pullback,rsi_high_trim,macd_trend_full,none,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_macd_trend_full_atr_96,0.92,ma20_pullback,rsi_high_trim,macd_trend_full,atr_96,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_macd_trend_full_ma60_break_90,0.92,ma20_pullback,rsi_high_trim,macd_trend_full,ma60_break_90,2.2,35.0,75.0,20,60,14
bw92_ma20_pullback_rsi_high_trim_macd_trend_full_drawdown_90,0.92,ma20_pullback,rsi_high_trim,macd_trend_full,drawdown_90,2.2,35.0,75.0,20,60,14
