symbol,market,source_symbol,original_symbol,asset_class,tradability,currency,timezone,source,notes
DE,US_STOCK,US.DE,DE,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
BA,US_STOCK,US.BA,BA,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
GE,US_STOCK,US.GE,GE,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
RTX,US_STOCK,US.RTX,RTX,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
LMT,US_STOCK,US.LMT,LMT,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
XOM,US_STOCK,US.XOM,XOM,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
CVX,US_STOCK,US.CVX,CVX,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
COP,US_STOCK,US.COP,COP,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SLB,US_STOCK,US.SLB,SLB,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
NEE,US_STOCK,US.NEE,NEE,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
ENPH,US_STOCK,US.ENPH,ENPH,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
FSLR,US_STOCK,US.FSLR,FSLR,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
BAC,US_STOCK,US.BAC,BAC,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
GS,US_STOCK,US.GS,GS,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
MS,US_STOCK,US.MS,MS,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
C,US_STOCK,US.C,C,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
WFC,US_STOCK,US.WFC,WFC,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SCHW,US_STOCK,US.SCHW,SCHW,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
PYPL,US_STOCK,US.PYPL,PYPL,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SQ,US_STOCK,US.SQ,SQ,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
COIN,US_STOCK,US.COIN,COIN,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0700.HK,HK,HK.0700,0700.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
9988.HK,HK,HK.9988,9988.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
3690.HK,HK,HK.3690,3690.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
9618.HK,HK,HK.9618,9618.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
1810.HK,HK,HK.1810,1810.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
9999.HK,HK,HK.9999,9999.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
1024.HK,HK,HK.1024,1024.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
1299.HK,HK,HK.1299,1299.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2318.HK,HK,HK.2318,2318.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0939.HK,HK,HK.0939,0939.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
1398.HK,HK,HK.1398,1398.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
3988.HK,HK,HK.3988,3988.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0005.HK,HK,HK.0005,0005.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0388.HK,HK,HK.0388,0388.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0883.HK,HK,HK.0883,0883.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0857.HK,HK,HK.0857,0857.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0941.HK,HK,HK.0941,0941.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0762.HK,HK,HK.0762,0762.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2020.HK,HK,HK.2020,2020.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
1211.HK,HK,HK.1211,1211.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2015.HK,HK,HK.2015,2015.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0175.HK,HK,HK.0175,0175.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2333.HK,HK,HK.2333,2333.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2382.HK,HK,HK.2382,2382.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2269.HK,HK,HK.2269,2269.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
6618.HK,HK,HK.6618,6618.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
9888.HK,HK,HK.9888,9888.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
0968.HK,HK,HK.0968,0968.HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2800.HK,HK,HK.2800,2800.HK,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
2822.HK,HK,HK.2822,2822.HK,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
510300.SS,CN_ETF,SH.510300,510300.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
510500.SS,CN_ETF,SH.510500,510500.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512100.SS,CN_ETF,SH.512100,512100.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159915.SZ,CN_ETF,SZ.159915,159915.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159949.SZ,CN_ETF,SZ.159949,159949.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
588000.SS,CN_ETF,SH.588000,588000.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
588080.SS,CN_ETF,SH.588080,588080.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512760.SS,CN_ETF,SH.512760,512760.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512480.SS,CN_ETF,SH.512480,512480.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512880.SS,CN_ETF,SH.512880,512880.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512660.SS,CN_ETF,SH.512660,512660.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
515790.SS,CN_ETF,SH.515790,515790.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
515030.SS,CN_ETF,SH.515030,515030.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
516160.SS,CN_ETF,SH.516160,516160.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
515050.SS,CN_ETF,SH.515050,515050.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
515220.SS,CN_ETF,SH.515220,515220.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159995.SZ,CN_ETF,SZ.159995,159995.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159869.SZ,CN_ETF,SZ.159869,159869.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159920.SZ,CN_ETF,SZ.159920,159920.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513100.SS,CN_ETF,SH.513100,513100.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513500.SS,CN_ETF,SH.513500,513500.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513030.SS,CN_ETF,SH.513030,513030.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513050.SS,CN_ETF,SH.513050,513050.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513180.SS,CN_ETF,SH.513180,513180.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
513330.SS,CN_ETF,SH.513330,513330.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
518880.SS,CN_ETF,SH.518880,518880.SS,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
511010.SS,CN_ETF,SH.511010,511010.SS,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
511220.SS,CN_ETF,SH.511220,511220.SS,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
510880.SS,CN_ETF,SH.510880,510880.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
510050.SS,CN_ETF,SH.510050,510050.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
510180.SS,CN_ETF,SH.510180,510180.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159919.SZ,CN_ETF,SZ.159919,159919.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159901.SZ,CN_ETF,SZ.159901,159901.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159922.SZ,CN_ETF,SZ.159922,159922.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159928.SZ,CN_ETF,SZ.159928,159928.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
159934.SZ,CN_ETF,SZ.159934,159934.SZ,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512690.SS,CN_ETF,SH.512690,512690.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
512800.SS,CN_ETF,SH.512800,512800.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
515700.SS,CN_ETF,SH.515700,515700.SS,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
