parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash
PARAM-038,MOD-004,FORM-010,SCORE_SIGMA_HISTORY_LIMIT,Score sigma history limit,discipline,int,runs,20,20,20,NOT_APPLICABLE,,,,3,UNBOUNDED,LIMIT 20 score rows,EXTRACTED from comparison code,NOT_APPLICABLE deterministic history window,affects sigma stability,Serenity-Alipay/app/core/comparison.py:113,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:44,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,text_regex:Serenity-Alipay/app/core/comparison.py::LIMIT\s+(20),20,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:d5b9d961fe378d616e9ecfe538fe60067911c004ec3821188dfb4d67bceed5e8
PARAM-039,MOD-004,FORM-011,OVEREXPANSION_CONSEC_THRESHOLD,Overexpansion consecutive threshold,discipline,int,runs,2,2,2,NOT_APPLICABLE,,,,0,UNBOUNDED,consecutive > 2,EXTRACTED from discipline default argument,NOT_APPLICABLE deterministic threshold,alerts after more than two consecutive overexpansions,Serenity-Alipay/app/core/discipline.py:36,NOT_APPLICABLE,Serenity-Alipay/tests/test_discipline.py:5,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_default:Serenity-Alipay/app/core/discipline.py::single_position_overexpansion_events.consecutive_threshold,2,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:7fa919a94d9a3af3f15a3af0674a75542c721b92a4ce7ba7b28179f80feb0381
PARAM-040,MOD-004,FORM-010,PREVIOUS_DAY_OFFSET,Previous day comparison offset,comparison,int,days,1,1,1,NOT_APPLICABLE,,,,1,UNBOUNDED,timedelta(days=1),EXTRACTED from comparison code,NOT_APPLICABLE deterministic offset,affects comparison base selection,Serenity-Alipay/app/core/comparison.py:84,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:58,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:85:2,1,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:c20796aa44b06824f41c19b50e12756ee4ca736e8b3009bb24ef6018bae52bcc
PARAM-041,MOD-004,FORM-010,PREVIOUS_WEEK_OFFSET,Previous week comparison offset,comparison,int,days,7,7,7,NOT_APPLICABLE,,,,1,UNBOUNDED,timedelta(days=7),EXTRACTED from comparison code,NOT_APPLICABLE deterministic offset,affects comparison base selection,Serenity-Alipay/app/core/comparison.py:86,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:58,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:86:2,7,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:e7a17b5aad9211aa1c17a3c4c6100862e82ac894630a54e72ea13998239152e7
PARAM-042,MOD-004,FORM-010,PREVIOUS_MONTH_OFFSET,Previous month comparison offset,comparison,int,days,30,30,30,NOT_APPLICABLE,,,,1,UNBOUNDED,timedelta(days=30),EXTRACTED from comparison code,NOT_APPLICABLE deterministic offset,affects comparison base selection,Serenity-Alipay/app/core/comparison.py:87,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:58,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:87:2,30,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:c30042481379e909b23edf49ba0aef4e090fab9b2a3f9237046f5f4eb2fb443e
PARAM-043,MOD-005,FORM-012,SCHEDULE_SLOTS,Beijing automation slots,schedule,string,slot map,R1=08:30|R2=09:30|R3=10:30|R4=11:30|R5=12:30|R6=13:30|R7=14:30|R8=15:30|R9=16:30|R10=17:30,R1=08:30|R2=09:30|R3=10:30|R4=11:30|R5=12:30|R6=13:30|R7=14:30|R8=15:30|R9=16:30|R10=17:30,R1=08:30|R2=09:30|R3=10:30|R4=11:30|R5=12:30|R6=13:30|R7=14:30|R8=15:30|R9=16:30|R10=17:30,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,SCHEDULE_SLOTS,EXTRACTED from scheduler code,NOT_APPLICABLE deterministic schedule,controls due slot generation,Serenity-Alipay/app/scheduler.py:8,NOT_APPLICABLE,Serenity-Alipay/tests/test_timezones.py:6,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_dict:Serenity-Alipay/app/scheduler.py::SCHEDULE_SLOTS|pair=equals|sep=pipe,R1=08:30|R2=09:30|R3=10:30|R4=11:30|R5=12:30|R6=13:30|R7=14:30|R8=15:30|R9=16:30|R10=17:30,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:3936c396ba1ad165e1bfcc5c2f05a9b4eefb33c9e8b6815d0b4dbad512f4e0a4
PARAM-044,MOD-005,FORM-012,DUE_SLOT_TOLERANCE,Due slot tolerance,schedule,int,minutes,3,3,3,NOT_APPLICABLE,,,,0,UNBOUNDED,abs(now-scheduled)<=3 minutes,EXTRACTED from scheduler default,NOT_APPLICABLE deterministic threshold,controls scheduler sensitivity,Serenity-Alipay/app/scheduler.py:78,NOT_APPLICABLE,Serenity-Alipay/tests/test_scheduler.py:12,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_default:Serenity-Alipay/app/scheduler.py::due_slot_at.tolerance_minutes,3,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:5a69fd51bb3ed22e997915a7c591054a39ff0a91657777284ef8f9881a51939e
PARAM-045,MOD-005,FORM-012,BUSINESS_DAY_MAX_WEEKDAY,Business day max weekday,schedule,int,weekday index,4,4,4,NOT_APPLICABLE,,,,0,6,weekday()<5,EXTRACTED from scheduler code,NOT_APPLICABLE deterministic calendar rule,prevents weekend runs,Serenity-Alipay/app/scheduler.py:71,NOT_APPLICABLE,Serenity-Alipay/tests/test_scheduler.py:17,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/scheduler.py:73:1|subtract=1,4,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:d2a18485fa0a8fae42a618bfe6920d9ece830b58f7b3eaddc4687f530f4ecf41
PARAM-046,MOD-005,FORM-012,TZ_PRIMARY,Primary timezone,schedule,string,IANA timezone,Asia/Shanghai,Asia/Shanghai,Asia/Shanghai,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,ZoneInfo primary,EXTRACTED from Settings default,NOT_APPLICABLE deterministic timezone config,affects all slot calculations,Serenity-Alipay/app/config.py:25,Serenity-Alipay/app/config.py:25,Serenity-Alipay/tests/test_timezones.py:21,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.timezone_primary,Asia/Shanghai,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:a6234f557112a463614bbfe07f3d35ca99928c41d470b06c96d0af2eba515231
PARAM-047,MOD-005,FORM-012,TZ_SECONDARY,Secondary timezone,schedule,string,IANA timezone,Australia/Sydney,Australia/Sydney,Australia/Sydney,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,ZoneInfo secondary,EXTRACTED from Settings default,NOT_APPLICABLE deterministic timezone config,affects displayed secondary time,Serenity-Alipay/app/config.py:26,Serenity-Alipay/app/config.py:26,Serenity-Alipay/tests/test_timezones.py:21,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.timezone_secondary,Australia/Sydney,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:ec527d29059e1c67852e29a3eb22f0fb96ab40ca30e50be2cc257e03e47ca730
PARAM-048,MOD-005,FORM-012,DRY_RUN_DEFAULT,Dry-run default safety flag,safety,bool,flag,true,true,true,NOT_APPLICABLE,,,,false,true,SERENITY_DRY_RUN default true,EXTRACTED from Settings default,NOT_APPLICABLE safety default,prevents implicit real-send or action path,Serenity-Alipay/app/config.py:29,Serenity-Alipay/app/config.py:54,Serenity-Alipay/tests/test_automation_tick.py:8,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.dry_run_default,true,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:c920facdc3c0f154ab0dbbd83019bbc95632a88a3b5063a50c98061bdf8e0694
PARAM-049,MOD-005,FORM-012,MAIL_SEND_ENABLED,Mail send enabled default,safety,bool,flag,false,false,false,NOT_APPLICABLE,,,,false,true,SERENITY_MAIL_SEND_ENABLED default false,EXTRACTED from Settings default,NOT_APPLICABLE safety default,keeps notification in draft unless enabled,Serenity-Alipay/app/config.py:31,Serenity-Alipay/app/config.py:56,Serenity-Alipay/tests/test_preflight.py:21,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.mail_send_enabled,false,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:145030b605e2183ca9599cce0e6c2e06046cfc952e392f03d8f8d26cb8871a84
