parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-037,MOD-005,FORM-005,paper_price_path,paper loop fixture path,runtime_config,string,path,data/sample_prices.csv,NOT_APPLICABLE - build_default_loop,data/sample_prices.csv,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,fixture price input,EXTRACTED from build_default_loop,NOT_APPLICABLE,Medium,Alpha/backend/app/services/paper_trading_loop.py:138,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:12,active,EXTRACTED,,paper-loop-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-038,MOD-006,FORM-006,initial_cash,initial paper cash,paper_account_default,float,AUD,10000,NOT_APPLICABLE - dataclass/load default,10000,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,PaperBroker cash default,EXTRACTED from dataclass and load,NOT_APPLICABLE,High,Alpha/backend/app/services/paper_broker.py:20,NOT_APPLICABLE,Alpha/tests/test_paper_broker_persistence.py:4,active,EXTRACTED,,paper-broker-v0,2026-06-20,python_ast_attr:Alpha/backend/app/services/paper_broker.py::PaperBroker.cash,10000,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:35f425da04354831c540558e277fcc61406ff8b136f792f6ef7a20f8b70b7554,MACHINE_VERIFIED,
PARAM-039,MOD-006,FORM-006,duplicate_idempotency_reject,duplicate idempotency rejection,paper_rule,boolean,rule,true,NOT_APPLICABLE - code branch,true,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,reject seen idempotency key,EXTRACTED from submit_order,NOT_APPLICABLE,High,Alpha/backend/app/services/paper_broker.py:44,NOT_APPLICABLE,Alpha/tests/test_paper_broker_persistence.py:4,active,EXTRACTED,,paper-broker-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-040,MOD-006,FORM-006,round_cash_digits,cash rounding digits,presentation_constant,integer,decimal places,2,NOT_APPLICABLE - code round,2,NOT_APPLICABLE,,,,0,6,round(cash;2),EXTRACTED from snapshot,NOT_APPLICABLE,Low,Alpha/backend/app/services/paper_broker.py:76,NOT_APPLICABLE,Alpha/tests/test_paper_broker_persistence.py:12,active,EXTRACTED,,paper-broker-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/paper_broker.py:76:2,2,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:89f8c119e3d66cb78dfd4b3f3e5719339a8dbdf38ed20a65720951275781863f,MACHINE_VERIFIED,
PARAM-041,MOD-006,FORM-006,round_mark_price_digits,mark price rounding digits,presentation_constant,integer,decimal places,4,NOT_APPLICABLE - code round,4,NOT_APPLICABLE,,,,0,8,round(mark_price;4),EXTRACTED from portfolio snapshot,NOT_APPLICABLE,Low,Alpha/backend/app/services/paper_broker.py:95,NOT_APPLICABLE,Alpha/tests/test_dashboard_state.py:8,active,EXTRACTED,,paper-broker-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/paper_broker.py:95:2,4,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:1a60e8424286699e4701783b20994a93aa72438b68940a1c2e14225ef4dd707f,MACHINE_VERIFIED,
PARAM-042,MOD-007,FORM-007,latest_limit,approval queue latest limit,queue_default,integer,tickets,20,NOT_APPLICABLE - method default,20,NOT_APPLICABLE,,,,1,NOT_APPLICABLE,latest returns last limit tickets,EXTRACTED from method default,NOT_APPLICABLE,Low,Alpha/backend/app/services/approval_queue.py:28,NOT_APPLICABLE,Alpha/tests/test_approval_queue.py:17,active,EXTRACTED,,approval-freshness-v0,2026-06-20,python_ast_method_default:Alpha/backend/app/services/approval_queue.py::ApprovalQueue.latest.limit,20,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:1f088b838483fed9d0c46ffc191a218508596025178cf4d5df9a10d958a5e253,MACHINE_VERIFIED,
PARAM-043,MOD-007,FORM-007,fresh_seconds_rule,freshness positive seconds rule,queue_rule,string,comparison,seconds_until_expiry > 0,NOT_APPLICABLE - code comparison,seconds_until_expiry > 0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,status fresh if positive else expired,EXTRACTED from _freshness,NOT_APPLICABLE,Medium,Alpha/backend/app/services/approval_queue.py:82,NOT_APPLICABLE,Alpha/tests/test_approval_queue.py:17,active,EXTRACTED,,approval-freshness-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-044,MOD-007,FORM-007,missing_expires_policy,missing expiry handling,queue_rule,string,status,unknown,NOT_APPLICABLE - code branch,unknown,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,return unknown freshness,EXTRACTED from _freshness,NOT_APPLICABLE,Medium,Alpha/backend/app/services/approval_queue.py:75,NOT_APPLICABLE,Alpha/tests/test_dashboard_state.py:45,active,EXTRACTED,TASK-ALPHA-B-001,approval-freshness-v0,2026-06-20,"text_regex:Alpha/backend/app/services/approval_queue.py::return \{""status"": ""(unknown)""",unknown,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:d6a4bfbfa7e510b00e43b93aa343f7d22d5e6525615ce2613895319fbdcab35c,MACHINE_VERIFIED,
PARAM-045,MOD-008,FORM-008,lookback_days_min,DSL lookback min,dsl_constraint,integer,days,2,NOT_APPLICABLE - pydantic Field,2,NOT_APPLICABLE,,,,2,756,Field ge=2,EXTRACTED from schema,NOT_APPLICABLE,Medium,Alpha/backend/app/schemas/strategy_dsl.py:24,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:16,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,"text_regex:Alpha/backend/app/schemas/strategy_dsl.py::lookback_days: Optional\[int\] = Field\(default=None, ge=(2), le=756\)",2,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:159f884bd947394202bc6f6efd6f2364925accbd0771838deb5f148d8b0fd9ab,MACHINE_VERIFIED,
PARAM-046,MOD-008,FORM-008,lookback_days_max,DSL lookback max,dsl_constraint,integer,days,756,NOT_APPLICABLE - pydantic Field,756,NOT_APPLICABLE,,,,2,756,Field le=756,EXTRACTED from schema,NOT_APPLICABLE,Medium,Alpha/backend/app/schemas/strategy_dsl.py:24,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:16,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,"text_regex:Alpha/backend/app/schemas/strategy_dsl.py::lookback_days: Optional\[int\] = Field\(default=None, ge=2, le=(756)\)",756,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:74d35cb0c54d75e26d8efa2a1e525d1573f5be005ece89fca5e906b56be49ace,MACHINE_VERIFIED,
PARAM-047,MOD-008,FORM-008,max_positions_default,DSL max positions default,dsl_default,integer,positions,2,NOT_APPLICABLE - pydantic Field default,2,NOT_APPLICABLE,,,,1,50,Field default ge le,EXTRACTED from schema,NOT_APPLICABLE,Medium,Alpha/backend/app/schemas/strategy_dsl.py:28,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:16,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,python_ast_literal:Alpha/backend/app/schemas/strategy_dsl.py:28:1,2,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:e55573123d6e7811cba6cbf31cd0122b67833bbef11817816c707e85017dd95f,MACHINE_VERIFIED,
PARAM-048,MOD-008,FORM-008,max_weight_per_asset_default,DSL max weight per asset,dsl_default,float,ratio,0.5,NOT_APPLICABLE - pydantic Field default,0.5,NOT_APPLICABLE,,,,0,1,Field default gt le,EXTRACTED from schema,NOT_APPLICABLE,Medium,Alpha/backend/app/schemas/strategy_dsl.py:29,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:16,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,python_ast_literal:Alpha/backend/app/schemas/strategy_dsl.py:29:1,0.5,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:dbf97fb94cfaf9980b1c3edd34bf2e86bbdb8490fd59b2a04fa319847afff904,MACHINE_VERIFIED,
PARAM-049,MOD-008,FORM-008,no_leverage,DSL no leverage requirement,dsl_gate,boolean,flag,true,NOT_APPLICABLE - pydantic default,true,NOT_APPLICABLE,,,,false,true,reject false,EXTRACTED from model validator,NOT_APPLICABLE,Critical,Alpha/backend/app/schemas/strategy_dsl.py:35,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:22,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,python_ast_attr:Alpha/backend/app/schemas/strategy_dsl.py::RiskRules.no_leverage,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:14d1684e9f96f074f3343780f0cdcf802cfba5f20a1e25e4332df8e2bd6fef7b,MACHINE_VERIFIED,
PARAM-050,MOD-008,FORM-008,no_short,DSL no short requirement,dsl_gate,boolean,flag,true,NOT_APPLICABLE - pydantic default,true,NOT_APPLICABLE,,,,false,true,reject false,EXTRACTED from model validator,NOT_APPLICABLE,Critical,Alpha/backend/app/schemas/strategy_dsl.py:36,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:29,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,python_ast_attr:Alpha/backend/app/schemas/strategy_dsl.py::RiskRules.no_short,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:32f07a534a4c84781a4e3546834519361141ce394df52eb335d9696af02a355e,MACHINE_VERIFIED,
PARAM-051,MOD-008,FORM-008,no_options,DSL no options requirement,dsl_gate,boolean,flag,true,NOT_APPLICABLE - pydantic default,true,NOT_APPLICABLE,,,,false,true,reject false,EXTRACTED from model validator,NOT_APPLICABLE,Critical,Alpha/backend/app/schemas/strategy_dsl.py:37,NOT_APPLICABLE,Alpha/tests/test_strategy_dsl.py:36,active,EXTRACTED,,strategy-dsl-v0,2026-06-20,python_ast_attr:Alpha/backend/app/schemas/strategy_dsl.py::RiskRules.no_options,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:77807a1b252c8e260c6d3b18e560a2b2f9a3b09b1dff09c92c809286944a259e,MACHINE_VERIFIED,
PARAM-052,MOD-009,FORM-009,initial_capital,fixture benchmark initial capital,backtest_default,float,AUD,10000,NOT_APPLICABLE - function default,10000,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,equity start,EXTRACTED from function signature,NOT_APPLICABLE,Medium,Alpha/backend/app/services/backtest.py:14,NOT_APPLICABLE,Alpha/tests/test_backtest_fixture.py:4,active,EXTRACTED,,buy-hold-fixture-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/backtest.py::run_buy_and_hold_fixture.initial_capital,10000,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:d2f7b0f09fa13b5d0093c2c9e63d7f100aaccebd8780cf1c09dbbadbf4c1f141,MACHINE_VERIFIED,
PARAM-053,MOD-009,FORM-009,cost_bps,fixture benchmark cost bps,backtest_default,float,basis points,2,NOT_APPLICABLE - function default,2,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,one_time_cost input,EXTRACTED from function signature,NOT_APPLICABLE,Medium,Alpha/backend/app/services/backtest.py:14,NOT_APPLICABLE,Alpha/tests/test_backtest_fixture.py:4,active,EXTRACTED,,buy-hold-fixture-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/backtest.py::run_buy_and_hold_fixture.cost_bps,2,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:029c3a62fe38d14652d5b9d2a398fb7103cacc2b0efe904c8d48ea5e2c7bbbb6,MACHINE_VERIFIED,
PARAM-054,MOD-009,FORM-009,slippage_bps,fixture benchmark slippage bps,backtest_default,float,basis points,5,NOT_APPLICABLE - function default,5,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,one_time_cost input,EXTRACTED from function signature,NOT_APPLICABLE,Medium,Alpha/backend/app/services/backtest.py:14,NOT_APPLICABLE,Alpha/tests/test_backtest_fixture.py:4,active,EXTRACTED,,buy-hold-fixture-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/backtest.py::run_buy_and_hold_fixture.slippage_bps,5,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:3895fff0a133a62f46472393a1938c458776f744b807bd45dc819541ee50ea96,MACHINE_VERIFIED,
PARAM-055,MOD-009,FORM-009,periods_per_year,annualized volatility periods per year,risk_default,integer,periods,252,NOT_APPLICABLE - function default,252,NOT_APPLICABLE,,,,1,366,volatility scale sqrt(periods),EXTRACTED from function signature,NOT_APPLICABLE,Medium,Alpha/backend/app/services/risk.py:16,NOT_APPLICABLE,Alpha/tests/test_backtest_fixture.py:4,active,EXTRACTED,,buy-hold-fixture-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/risk.py::annualized_volatility.periods_per_year,252,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:6c84596264e1699e2a6ad748d83a0b689685769286eaf916947c2557866b0ad0,MACHINE_VERIFIED,
