strategy_id,behavior_family,indicator_stack,behavior_logic,anti_waste_status,evidence_level,promotion_tier,base_weight,dip_trigger,sell_trigger,trend_rule,risk_rule,public_samples,public_pass_rate,public_avg_total_gap,public_avg_annualized_gap,public_avg_drawdown_improvement,deep_samples,deep_pass_rate,deep_avg_total_gap,deep_avg_annualized_gap,deep_avg_drawdown_improvement,moomoo_samples,moomoo_pass_rate,moomoo_avg_total_gap,moomoo_avg_annualized_gap,moomoo_avg_drawdown_improvement,moomoo_avg_var_5,moomoo_avg_cvar_5,moomoo_avg_turnover,moomoo_avg_trades
bw92_rsi_35_none_ma_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,RSI+MA+ATR,RSI oversold buy-upweight; no explicit sell trim; MA trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_1_real_data_promotion_candidate,0.92,rsi_35,none,ma_trend_full,atr_96,200.0,0.98,-0.0032422806997671,-0.0003335086779288,0.0100942167259558,1000.0,0.939,-0.0088646390609629,-2.1725621679134407e-05,0.0117883251139421,300.0,0.93,-0.0217192413858947,-0.0077862936823474,0.0091080811884249,-0.0243811918691239,-0.0373365419810089,3.5065797964913235,273.9166666666667
bw92_boll_lower_rsi_high_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+ATR,BOLL lower-band buy-upweight; RSI high trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,macd_trend_full,atr_96,200.0,0.96,-0.0048956984997211,6.912701208655336e-05,0.0142890989018196,,,,,,,,,,,,,,
bw92_rsi_35_none_none_ma60_break_90,buy_dip+risk_overlay,RSI+MA,RSI oversold buy-upweight; no explicit sell trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,none,ma60_break_90,200.0,0.96,0.0031356578482309,0.0048128490151975,0.0272067341961446,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_none_ma60_break_90,buy_dip+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,none,ma60_break_90,200.0,0.96,0.0029713414577039,0.0047287929819598,0.027066264432602,,,,,,,,,,,,,,
bw92_boll_lower_none_strong_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+Drawdown,BOLL lower-band buy-upweight; no explicit sell trim; strong trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,strong_trend_full,drawdown_90,200.0,0.955,-0.0026767218969598,0.001629410499783,0.0246044947438908,,,,,,,,,,,,,,
bw92_boll_lower_none_macd_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+MA+MACD+Drawdown,BOLL lower-band buy-upweight; no explicit sell trim; MACD trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,macd_trend_full,drawdown_90,200.0,0.955,-0.0046368932043331,0.0005012508128551,0.0219405878108335,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_none_none,buy_dip+sell_strength_or_weakness,BOLL+RSI,BOLL lower-band buy-upweight; RSI high trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,none,none,200.0,0.955,-0.0031794996305172,0.0021467230838474,0.0222032110090247,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_none_atr_96,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+ATR,BOLL lower-band buy-upweight; RSI high trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,none,atr_96,200.0,0.955,-0.0031667171847113,0.0021389295446535,0.0223002819096666,,,,,,,,,,,,,,
bw92_boll_lower_boll_upper_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+MA+MACD,BOLL lower-band buy-upweight; BOLL upper-band trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,boll_upper_trim,macd_trend_full,none,200.0,0.955,-0.0102104969265007,-0.0014930028211509,0.0184312381334558,,,,,,,,,,,,,,
bw92_boll_lower_boll_upper_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+MA+MACD+ATR,BOLL lower-band buy-upweight; BOLL upper-band trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,boll_upper_trim,macd_trend_full,atr_96,200.0,0.955,-0.0103945110338488,-0.0016764421496946,0.0186815131902639,,,,,,,,,,,,,,
bw92_rsi_35_none_strong_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,RSI+MA,RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,strong_trend_full,ma60_break_90,200.0,0.955,0.0015884361263353,0.003324678718731,0.0252219371706597,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_ma_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,RSI+MA,RSI oversold buy-upweight; RSI high trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,ma_trend_full,ma60_break_90,200.0,0.955,-0.0040531184474592,0.0007663436573068,0.0216883646599937,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_strong_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,strong_trend_full,ma60_break_90,200.0,0.955,0.0014195708204001,0.0032398244356137,0.0251408483040899,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_ma_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,ma_trend_full,ma60_break_90,200.0,0.955,-0.0040912932714166,0.0007365641990349,0.0216046239071407,,,,,,,,,,,,,,
bw92_none_none_strong_trend_full_drawdown_90,trend_participation+risk_overlay,Drawdown,no dip upweight; no explicit sell trim; strong trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,strong_trend_full,drawdown_90,200.0,0.95,0.0014705481794391,0.0036051300257434,0.0258010371620877,,,,,,,,,,,,,,
bw92_none_none_macd_trend_full_drawdown_90,trend_participation+risk_overlay,MA+MACD+Drawdown,no dip upweight; no explicit sell trim; MACD trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,macd_trend_full,drawdown_90,200.0,0.95,-0.0005788537615995,0.002429874147563,0.0229103593609964,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_ma_trend_full_drawdown_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+Drawdown,BOLL lower-band buy-upweight; RSI high trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,ma_trend_full,drawdown_90,200.0,0.95,-0.0065667303345078,-0.000248468425584,0.0208942255077735,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_macd_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+Drawdown,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,macd_trend_full,drawdown_90,200.0,0.95,-0.0054743456665635,-0.0001760003582409,0.0200567225071614,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_none_drawdown_90,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+Drawdown,BOLL lower-band buy-upweight; RSI high trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,none,drawdown_90,200.0,0.945,-0.003850822374462,0.0022373183414897,0.0264556556999083,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_strong_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI,BOLL lower-band buy-upweight; RSI high trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,strong_trend_full,none,200.0,0.945,-0.004508886797892,0.0008059812470021,0.0204268828608135,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_strong_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+ATR,BOLL lower-band buy-upweight; RSI high trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,strong_trend_full,atr_96,200.0,0.945,-0.0047669548579641,0.0007232337033556,0.0205989158360209,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_macd_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD,BOLL lower-band buy-upweight; RSI high trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,macd_trend_full,ma60_break_90,200.0,0.945,-0.0003132544164469,0.0030742298675756,0.0254697739656102,,,,,,,,,,,,,,
bw92_rsi_35_none_strong_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,RSI+Drawdown,RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,strong_trend_full,drawdown_90,200.0,0.945,-0.0036731409589794,0.0009091266214686,0.022594744502794,,,,,,,,,,,,,,
bw92_rsi_35_none_macd_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,RSI+MA+MACD+Drawdown,RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,macd_trend_full,drawdown_90,200.0,0.945,-0.0052433653934911,-4.554600103157613e-05,0.0202096541739893,,,,,,,,,,,,,,
bw92_rsi_35_boll_upper_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI+MA+MACD,RSI oversold buy-upweight; BOLL upper-band trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,boll_upper_trim,macd_trend_full,none,200.0,0.945,-0.0096285560795522,-0.0017949940038099,0.0139650798803575,,,,,,,,,,,,,,
bw92_rsi_35_boll_upper_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+ATR,RSI oversold buy-upweight; BOLL upper-band trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,boll_upper_trim,macd_trend_full,atr_96,200.0,0.945,-0.0106367725051867,-0.0023060412952978,0.0143145971903801,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_strong_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+Drawdown,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,strong_trend_full,drawdown_90,200.0,0.945,-0.003959320365467,0.0007491351405422,0.0224287242994575,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_none_ma60_break_90,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,none,ma60_break_90,200.0,0.945,-0.000794543624766,0.0035520090240244,0.0274482127157978,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI+MA+MACD,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,macd_trend_full,none,200.0,0.945,-0.003617675162978,7.938429856184815e-05,0.0092718740430379,,,,,,,,,,,,,,
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI+MA+MACD,BOLL lower-band or RSI oversold buy-upweight; BOLL upper-band trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,none,200.0,0.945,-0.0097621442269528,-0.0019100336493525,0.0136761748159983,,,,,,,,,,,,,,
bw92_boll_or_rsi_boll_upper_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+ATR,BOLL lower-band or RSI oversold buy-upweight; BOLL upper-band trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,boll_upper_trim,macd_trend_full,atr_96,200.0,0.945,-0.0107056319704315,-0.0023863100892353,0.014091983310624,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_none_ma60_break_90,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+MA,BOLL lower-band buy-upweight; RSI high trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,none,ma60_break_90,200.0,0.94,0.0009258873191765,0.0044979412188146,0.0282925881738526,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_none_none,buy_dip+sell_strength_or_weakness,RSI,RSI oversold buy-upweight; RSI high trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,none,none,200.0,0.94,-0.0030812477282545,0.001629112866442,0.0167464931521102,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_none_ma60_break_90,buy_dip+sell_strength_or_weakness+risk_overlay,RSI+MA,RSI oversold buy-upweight; RSI high trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,none,ma60_break_90,200.0,0.94,-0.0006308752789987,0.003636083153534,0.0275924492290379,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_ma_trend_full_drawdown_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,RSI+MA+Drawdown,RSI oversold buy-upweight; RSI high trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,ma_trend_full,drawdown_90,200.0,0.94,-0.0074208106324751,-0.0007289507907419,0.0195215537169547,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,RSI+MA+MACD,RSI oversold buy-upweight; RSI high trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,macd_trend_full,none,200.0,0.94,-0.0034872480959069,0.000192216843354,0.0095413792620827,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_none_none,buy_dip+sell_strength_or_weakness,BOLL+RSI,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,none,none,200.0,0.94,-0.0035057173215062,0.0013510793475615,0.0162603976475952,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_ma_trend_full_drawdown_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+Drawdown,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,ma_trend_full,drawdown_90,200.0,0.94,-0.007578076938725,-0.0008293003819688,0.0193657370021296,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+ATR,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,macd_trend_full,atr_96,200.0,0.94,-0.0051947958382719,-0.0006331138017943,0.0097252698509756,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_strong_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band buy-upweight; RSI high trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,strong_trend_full,ma60_break_90,200.0,0.935,-0.0006294810904175,0.0030625979557008,0.0264389443828412,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_macd_trend_full_drawdown_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+Drawdown,BOLL lower-band buy-upweight; RSI high trim; MACD trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,macd_trend_full,drawdown_90,200.0,0.935,-0.007757660112777,-0.0004318840664418,0.0222951542526695,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_none_atr_96,buy_dip+sell_strength_or_weakness+risk_overlay,RSI+ATR,RSI oversold buy-upweight; RSI high trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,none,atr_96,200.0,0.935,-0.0040118323266405,0.0012253125579487,0.0169429053576104,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_strong_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,RSI,RSI oversold buy-upweight; RSI high trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,strong_trend_full,none,200.0,0.935,-0.0043711762975812,0.0002991683373626,0.0148988867428632,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_macd_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,RSI+MA+MACD,RSI oversold buy-upweight; RSI high trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,macd_trend_full,ma60_break_90,200.0,0.935,-0.0017571728134792,0.0022444382677461,0.0247018363694497,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_none_atr_96,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+ATR,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,none,atr_96,200.0,0.935,-0.0043324172545972,0.0010086064864496,0.016542519187105,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_strong_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,strong_trend_full,none,200.0,0.935,-0.0047909606440517,2.4455207225039244e-05,0.0144674656930788,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_strong_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+ATR,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,strong_trend_full,atr_96,200.0,0.935,-0.0058965582825858,-0.0003938683019672,0.0148235015287275,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_strong_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,strong_trend_full,ma60_break_90,200.0,0.935,-0.0023312407725442,0.002123365041131,0.0255843578945882,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_macd_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,macd_trend_full,ma60_break_90,200.0,0.935,-0.0019236184633432,0.0021599844460444,0.0246230834468847,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_strong_trend_full_drawdown_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+Drawdown,BOLL lower-band buy-upweight; RSI high trim; strong trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,strong_trend_full,drawdown_90,200.0,0.93,-0.0056475880919449,0.0008429795517765,0.0250596625731991,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_ma_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI+MA,BOLL lower-band buy-upweight; RSI high trim; MA trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,ma_trend_full,none,200.0,0.93,-0.0062098649884042,-0.0009054724860962,0.0144075521394119,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_ma_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+ATR,BOLL lower-band buy-upweight; RSI high trim; MA trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,ma_trend_full,atr_96,200.0,0.93,-0.0067945945653486,-0.0011057100333615,0.0147462029863168,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_none_drawdown_90,buy_dip+sell_strength_or_weakness+risk_overlay,RSI+Drawdown,RSI oversold buy-upweight; RSI high trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,none,drawdown_90,200.0,0.93,-0.0048883378176256,0.0015066751002948,0.0245379899408754,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_strong_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,RSI+MA,RSI oversold buy-upweight; RSI high trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,strong_trend_full,ma60_break_90,200.0,0.93,-0.0021631907222416,0.0022082312417781,0.025665917571148,,,,,,,,,,,,,,
bw92_rsi_35_rsi_high_trim_macd_trend_full_atr_96,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,RSI+MA+MACD+ATR,RSI oversold buy-upweight; RSI high trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,rsi_high_trim,macd_trend_full,atr_96,200.0,0.93,-0.005125997490077,-0.0005542823704953,0.0099322029005802,,,,,,,,,,,,,,
bw92_rsi_35_boll_upper_trim_macd_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA+MACD,RSI oversold buy-upweight; BOLL upper-band trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,boll_upper_trim,macd_trend_full,ma60_break_90,200.0,0.93,-0.0046126301168041,0.00178271287443,0.0289282201557853,,,,,,,,,,,,,,
bw92_boll_or_rsi_rsi_high_trim_none_drawdown_90,buy_dip+sell_strength_or_weakness+risk_overlay,BOLL+RSI+Drawdown,BOLL lower-band or RSI oversold buy-upweight; RSI high trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,rsi_high_trim,none,drawdown_90,200.0,0.93,-0.005180271500663,0.0013437186267756,0.0243152264545665,,,,,,,,,,,,,,
