source_family,source_id,source_title,source_status,disposition,disposition_reason,current_evidence,v1_2_task_ids,v1_2_acceptance_ids,source_ref
V0_1_TASK,ADP-S4-P01-T043,实现 Source-Year-Month Gap Detector,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P01-T043
V0_1_TASK,ADP-S4-P01-T044,建立 Source-Year 单位成本与维护看板,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P01-T044
V0_1_TASK,ADP-S4-P02-T045,按用户价值选择 A0 回填 Cohort,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P02-T045
V0_1_TASK,ADP-S4-P02-T046,执行 A0 2016+ Wave 1,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P02-T046
V0_1_TASK,ADP-S4-P02-T047,执行 A0 2016+ Wave 2,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P02-T047
V0_1_TASK,ADP-S4-P02-T048,完成 A0 历史附件、修订和效力 QA Gate,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P02-T048
V0_1_TASK,ADP-S4-P03-T049,实现省级政府门户通用 Adapter Family,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P03-T049
V0_1_TASK,ADP-S4-P03-T050,分批回填 31 个省级行政区,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P03-T050
V0_1_TASK,ADP-S4-P03-T051,分批接入重点城市级 A1,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P03-T051
V0_1_TASK,ADP-S4-P03-T052,完成 A1 Coverage/Quality/Cost Gate,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P03-T052
V0_1_TASK,ADP-S4-P04-T053,接入首批 10 个高价值 A2,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P04-T053
V0_1_TASK,ADP-S4-P04-T054,按边际价值扩展 A2 Registry,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P04-T054
V0_1_TASK,ADP-S4-P04-T055,完成 A2 Production Gate,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P04-T055
V0_1_TASK,ADP-S4-P05-T056,上线 Coverage Debt 与 As-of 历史查询底座,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S4-P05-T056
V0_1_TASK,ADP-S5-P01-T057,实现 Canonical Event 聚合,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P01-T057
V0_1_TASK,ADP-S5-P01-T058,实现跨来源实体解析,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P01-T058
V0_1_TASK,ADP-S5-P01-T059,建立跨板块 Evidence Relation,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P01-T059
V0_1_TASK,ADP-S5-P02-T060,实现文号/DOI/机构/地域/日期/状态精确检索,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P02-T060
V0_1_TASK,ADP-S5-P02-T061,基准测试全文与语义重排,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P02-T061
V0_1_TASK,ADP-S5-P02-T062,实现版本、As-of 与新旧对照 API/视图,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P02-T062
V0_1_TASK,ADP-S5-P03-T063,接入 DOI/Crossref/OpenAlex 等研究元数据增强,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S3-T001,ACC-V12-S3-001;ACC-V12-S3-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P03-T063
V0_1_TASK,ADP-S5-P03-T064,实现 Research Set、筛选与结构化比较,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P03-T064
V0_1_TASK,ADP-S5-P03-T065,实现引用支持、反驳与关系证据,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P03-T065
V0_1_TASK,ADP-S5-P04-T066,实现 Watchlist 与 Change-only Digest,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P04-T066
V0_1_TASK,ADP-S5-P04-T067,实现 Library、笔记和 Provenance 导出,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P04-T067
V0_1_TASK,ADP-S5-P04-T068,实现 Knowledge Validity 与 131 项收益对齐回归,NOT_STARTED_DEAD_CONFIG_PRESERVED,SUPERSEDED_WITH_REASON,该历史实施步骤保留在 v0.1 谱系，但 v1.2 不重新声明其完成；既有行为只受当前回归门保护。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md;arxiv-daily-push/docs/pursuing_goal/v1_2/ACCEPTANCE_CONTRACT.yaml,ADP-V12-S0-T001;ADP-V12-S6-T001,ACC-V12-S0-003;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S5-P04-T068
V0_1_TASK,ADP-S6-P01-T069,定义预测目标、Outcome Rule 与事件标签,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P01-T069
V0_1_TASK,ADP-S6-P01-T070,建立 Dataset Snapshot 与 observed_at 泄漏防线,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P01-T070
V0_1_TASK,ADP-S6-P01-T071,建立历史频率、季节性和简单统计基线,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P01-T071
V0_1_TASK,ADP-S6-P02-T072,实现 2016+ Rolling-origin Backtest,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P02-T072
V0_1_TASK,ADP-S6-P02-T073,实现校准、技能分数与 Forecast Ledger,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P02-T073
V0_1_TASK,ADP-S6-P03-T074,Shadow 来源静默预测,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P03-T074
V0_1_TASK,ADP-S6-P03-T075,Shadow 主题加速与中央—地方扩散预测,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P03-T075
V0_1_TASK,ADP-S6-P03-T076,完成完整 Horizon Shadow 与上线/停止决策,NOT_STARTED_DEAD_CONFIG_PRESERVED,OUT_OF_SCOPE_OWNER_DECISION,v1.2 是来源救援、内容/UI 和运行可靠性增量版；预测或大规模 A0/A1/A2 扩张不在本版本执行范围。,arxiv-daily-push/docs/pursuing_goal/v1_2/PRD.md#4-非目标,ADP-V12-S0-T001,ACC-V12-S0-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S6-P03-T076
V0_1_TASK,ADP-S7-P01-T077,冻结六主题视觉与关键动效录屏基线,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T003,ACC-V12-S4-004;ACC-V12-S4-005,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P01-T077
V0_1_TASK,ADP-S7-P01-T078,建立 Visual/Motion Regression CI,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T003,ACC-V12-S4-005,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P01-T078
V0_1_TASK,ADP-S7-P02-T079,修复移动端溢出与数据密集布局,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T002,ACC-V12-S4-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P02-T079
V0_1_TASK,ADP-S7-P02-T080,补齐组件状态、Undo 与跨主题状态保持,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T002;ADP-V12-S4-T003,ACC-V12-S4-003;ACC-V12-S4-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P02-T080
V0_1_TASK,ADP-S7-P03-T081,接入按主题/路由/设备分段的 RUM 与 CWV,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S5-T002,ACC-V12-S5-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P03-T081
V0_1_TASK,ADP-S7-P03-T082,优化环境动效而不改变视觉语义,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T003,ACC-V12-S4-004;ACC-V12-S4-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P03-T082
V0_1_TASK,ADP-S7-P03-T083,优化 Bundle、D1 查询、流式布局和长列表,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-004;ACC-V12-S6-001,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P03-T083
V0_1_TASK,ADP-S7-P04-T084,精修证据、内容层级、Diff、可访问性与 Reduced Motion,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S4-T001;ADP-V12-S4-T003,ACC-V12-S4-001;ACC-V12-S4-006,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S7-P04-T084
V0_1_TASK,ADP-S8-P01-T085,执行全链路迁移与数据一致性彩排,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S6-T001,ACC-V12-S6-001;ACC-V12-S6-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P01-T085
V0_1_TASK,ADP-S8-P01-T086,执行生产回滚与灾难恢复演练,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-003;ACC-V12-S6-002,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P01-T086
V0_1_TASK,ADP-S8-P01-T087,召开最终 Value-Cost Gate,NOT_STARTED_DEAD_CONFIG_PRESERVED,V1_2_ACTIVE,该历史能力仍影响 v1.2，但以更小、可验证的当前 Task 和 Oracle 重述。,arxiv-daily-push/docs/pursuing_goal/v1_2/TECHNICAL_DESIGN.md,ADP-V12-S5-T002;ADP-V12-S6-T001,ACC-V12-S5-004;ACC-V12-S6-003,INPUT-V01!ADP_V0.1_FINAL_EXECUTION_TASK_PACKAGE_2026-07-15/06_TASK_INDEX.csv#task_id=ADP-S8-P01-T087
